7_days_ago,6_days_ago,5_days_ago,4_days_ago,3_days_ago,2_days_ago,1_days_ago,0_days_ago,sales_change
0.0,11.76,7.02,3.28,2.38,-0.78,0.0,0.0,8.78
0.0,5.88,12.96,0.0,5.74,-0.78,0.0,0.0,-8.7
0.0,0.0,0.0,-5.75,1.22,0.0,0.0,-1.2,-20.0
0.0,0.0,0.0,-5.75,0.0,-2.44,2.5,0.0,-49.32
-1.23,7.96,0.92,0.0,0.0,0.0,0.0,0.0,87.5
-1.0,8.04,1.86,0.0,0.0,0.0,0.0,0.0,66.67
1.79,0.0,0.0,0.0,0.0,3.07,4.68,0.0,-32.56
5.33,0.0,0.0,0.0,0.0,0.46,1.83,0.0,18.75
0.0,0.0,2.02,2.48,0.48,0.0,0.0,0.0,50.0
0.0,4.24,2.44,0.0,0.0,0.0,-0.79,2.4,-9.62
0.0,0.5,0.0,0.0,0.0,0.0,7.5,0.93,66.67
5.75,4.35,1.04,0.0,0.0,0.0,0.0,0.0,266.67
-9.09,0.0,0.0,-1.25,3.8,0.0,0.0,0.0,-5.45
0.0,0.0,0.0,0.0,0.0,0.35,2.42,0.34,133.33
0.0,11.76,7.02,3.28,1.59,0.0,0.0,0.0,8.33
0.0,-3.93,4.09,-3.63,0.0,0.0,24.76,0.0,37.5
0.0,0.0,0.0,3.91,9.77,1.37,0.0,0.0,800.0
-2.35,0.34,2.05,0.0,0.0,0.0,0.0,-3.69,100.0
1.88,0.0,0.0,0.0,0.0,2.15,4.82,0.0,77.78
4.13,0.0,0.0,0.0,0.0,1.52,4.5,0.0,-41.67
0.0,-4.27,4.46,0.0,-4.27,0.0,4.46,-0.91,-5.0
0.0,8.0,8.33,2.56,4.17,0.0,0.0,0.0,63.64
0.0,0.0,0.68,1.59,0.0,0.45,4.0,0.0,23.08
0.0,0.0,0.0,3.78,0.81,0.0,0.0,1.2,0.0
0.53,0.0,0.53,-5.03,5.29,0.0,0.0,0.0,100.0
0.0,9.05,0.92,0.0,-15.53,-8.92,29.97,0.0,40.0
-3.63,3.76,0.0,-3.63,3.76,-3.02,23.99,-5.28,-31.25
0.0,-5.0,-5.26,11.11,0.0,0.0,0.0,0.0,-96.67
9.04,0.0,-0.5,0.51,0.0,0.0,0.0,0.0,100.0
0.0,0.0,2.52,3.28,2.38,0.0,0.0,0.0,-40.0
0.0,0.0,1.06,1.57,0.0,0.77,1.79,0.0,100.0
0.0,0.0,1.01,3.5,0.48,0.0,0.0,0.0,-50.0
0.0,0.0,0.0,0.51,5.61,0.0,0.48,0.0,0.0
0.0,0.0,0.54,2.16,0.0,0.53,4.21,0.0,-7.69
0.0,13.59,3.42,0.0,3.31,0.0,0.0,0.0,100.0
7.4,0.26,1.27,0.0,0.0,0.0,0.0,0.0,133.33
0.0,11.0,5.41,6.84,4.8,-5.34,3.23,0.0,17.39
0.0,0.0,0.0,0.0,0.0,-3.63,24.76,-5.28,44.93
0.51,1.01,1.99,0.98,0.0,0.0,0.0,0.0,-100.0
-1.0,6.03,1.9,0.0,0.93,0.92,0.0,0.0,25.0
0.72,0.36,0.36,0.36,0.0,0.0,0.71,0.0,6.72
0.0,1.52,1.0,0.49,0.49,0.49,0.0,0.97,-100.0
6.96,2.44,0.0,0.0,0.0,1.59,0.0,0.0,39.73
0.0,2.01,3.94,0.0,0.0,0.0,0.0,5.3,100.0
0.0,1.01,1.5,0.0,0.49,0.0,0.0,0.0,-50.0
0.0,0.54,2.16,0.0,1.59,3.12,0.0,0.0,100.0
0.0,2.04,0.0,0.0,0.0,-6.0,6.38,0.0,120.0
11.76,7.02,3.28,2.38,-0.78,0.0,0.0,0.0,-8.65
0.0,2.01,6.89,0.0,0.0,0.0,0.55,5.86,100.0
-3.1,0.0,0.0,0.0,0.0,0.0,-6.0,6.38,-20.0
0.0,0.0,5.04,1.6,0.79,0.0,0.0,0.78,-50.0
-3.08,4.13,0.0,0.0,0.0,0.0,-0.91,-5.54,400.0
0.0,0.0,0.0,0.0,0.53,1.05,3.12,0.0,50.0
11.76,7.02,3.28,2.38,-0.78,0.0,0.0,0.0,13.0
0.0,0.0,0.0,0.0,4.08,8.82,0.0,-2.7,100.0
5.88,12.96,0.0,5.74,-0.78,0.0,0.0,0.0,71.43
0.0,0.0,-5.75,1.22,0.0,0.0,-1.2,0.0,20.0
0.0,0.0,-5.75,0.0,-2.44,2.5,0.0,0.0,100.0
0.0,2.02,2.48,0.48,0.0,0.0,0.0,0.0,66.67
4.24,2.44,0.0,0.0,0.0,-0.79,2.4,0.0,-10.64
0.5,0.0,0.0,0.0,0.0,7.5,0.93,0.0,4.0
0.0,0.0,0.0,0.0,0.0,-4.4,-2.51,7.3,15.38
0.0,0.0,0.0,0.0,2.04,11.0,0.0,-3.6,100.0
0.0,0.0,0.0,0.0,0.35,2.42,0.34,0.0,-100.0
11.76,7.02,3.28,1.59,0.0,0.0,0.0,0.0,-7.69
-3.93,4.09,-3.63,0.0,0.0,24.76,0.0,-4.52,-36.36
0.0,0.0,3.91,9.77,1.37,0.0,0.0,0.0,-100.0
0.34,2.05,0.0,0.0,0.0,0.0,-3.69,-2.79,0.0
0.0,2.02,2.48,0.0,0.0,0.0,0.0,0.48,-25.0
-4.27,4.46,0.0,-4.27,0.0,4.46,-0.91,-6.15,21.05
8.0,8.33,2.56,4.17,0.0,0.0,0.0,0.0,-44.44
0.0,0.0,0.0,0.0,4.08,8.82,0.0,-1.8,100.0
0.0,0.68,1.59,0.0,0.45,4.0,0.0,0.0,17.19
0.0,0.0,0.0,0.0,6.12,6.73,0.0,-0.9,100.0
0.0,0.0,3.78,0.81,0.0,0.0,1.2,2.38,0.0
0.0,0.53,-5.03,5.29,0.0,0.0,0.0,0.0,-50.0
0.0,0.0,0.0,0.0,0.0,1.61,5.56,0.75,-9.09
9.05,0.92,0.0,-15.53,-8.92,29.97,0.0,0.0,64.29
3.76,0.0,-3.63,3.76,-3.02,23.99,-5.28,5.57,18.18
-5.0,-5.26,11.11,0.0,0.0,0.0,0.0,0.0,8700.0
0.0,2.52,3.28,2.38,0.0,0.0,0.0,0.0,266.67
0.0,0.0,0.0,0.0,4.08,8.82,0.0,-2.7,100.0
0.0,1.06,1.57,0.0,0.77,1.79,0.0,0.0,-20.0
0.0,1.01,3.5,0.48,0.0,0.0,0.0,0.0,233.33
0.0,0.0,0.51,5.61,0.0,0.48,0.0,0.0,600.0
0.0,0.54,2.16,0.0,0.53,4.21,0.0,0.0,58.33
13.59,3.42,0.0,3.31,0.0,0.0,0.0,0.0,-80.56
0.0,2.01,6.89,0.0,0.0,0.0,1.1,5.28,100.0
0.0,0.0,0.0,0.0,2.04,11.0,0.0,-4.5,100.0
0.0,2.81,5.66,0.0,0.0,0.0,0.0,4.81,100.0
0.0,1.0,7.95,0.0,0.0,0.0,-2.21,5.46,100.0
11.0,5.41,6.84,4.8,-5.34,3.23,0.0,0.0,-59.26
0.0,0.0,0.0,0.0,-3.63,24.76,-5.28,-7.69,-47.0
1.01,1.99,0.98,0.0,0.0,0.0,0.0,0.0,100.0
6.03,1.9,0.0,0.93,0.92,0.0,0.0,0.0,0.0
0.36,0.36,0.36,0.0,0.0,0.71,0.0,0.0,9.57
-3.41,3.54,0.0,0.0,0.0,0.0,0.0,-3.41,-2.56
2.01,3.94,0.0,0.0,0.0,0.0,5.3,0.0,-10.0
1.01,1.5,0.0,0.49,0.0,0.0,0.0,0.0,0.0
0.54,2.16,0.0,1.59,3.12,0.0,0.0,0.0,-25.0
2.04,0.0,0.0,0.0,-6.0,6.38,0.0,0.0,-45.45
7.02,3.28,2.38,-0.78,0.0,0.0,0.0,0.0,13.68
2.01,6.89,0.0,0.0,0.0,0.55,5.86,0.0,66.67
0.0,5.04,1.6,0.79,0.0,0.0,0.78,0.0,300.0
4.13,0.0,0.0,0.0,0.0,-0.91,-5.54,-1.95,-30.0
0.0,0.0,0.0,0.53,1.05,3.12,0.0,0.0,-44.44
7.02,3.28,2.38,-0.78,0.0,0.0,0.0,0.0,6.75
0.0,0.0,0.0,4.08,8.82,0.0,-2.7,-5.56,20.83
12.96,0.0,5.74,-0.78,0.0,0.0,0.0,0.0,-25.0
0.0,-5.75,1.22,0.0,0.0,-1.2,0.0,0.0,16.67
0.0,-5.75,0.0,-2.44,2.5,0.0,0.0,0.0,-33.78
0.0,0.0,0.0,0.0,0.0,-4.31,6.31,-5.93,-34.48
2.02,2.48,0.48,0.0,0.0,0.0,0.0,0.0,-40.0
2.44,0.0,0.0,0.0,-0.79,2.4,0.0,0.0,16.67
0.0,0.0,0.0,0.0,-4.4,-2.51,7.3,0.0,6.67
0.0,0.0,0.0,2.04,11.0,0.0,-3.6,-2.8,155.56
7.02,3.28,1.59,0.0,0.0,0.0,0.0,0.0,8.33
4.09,-3.63,0.0,0.0,24.76,0.0,-4.52,4.74,71.43
2.05,0.0,0.0,0.0,0.0,-3.69,-2.79,0.0,-100.0
2.02,2.48,0.0,0.0,0.0,0.0,0.48,0.0,33.33
4.46,0.0,-4.27,0.0,4.46,-0.91,-6.15,-2.3,-8.7
8.33,2.56,4.17,0.0,0.0,0.0,0.0,0.0,70.0
0.0,0.0,0.0,4.08,8.82,0.0,-1.8,-5.5,95.0
0.68,1.59,0.0,0.45,4.0,0.0,0.0,0.0,-25.33
0.0,0.0,0.0,6.12,6.73,0.0,-0.9,-4.55,95.0
0.0,3.78,0.81,0.0,0.0,1.2,2.38,0.0,-100.0
0.53,-5.03,5.29,0.0,0.0,0.0,0.0,0.0,50.0
0.0,0.0,0.0,0.0,1.61,5.56,0.75,0.0,0.0
0.92,0.0,-15.53,-8.92,29.97,0.0,0.0,0.0,-43.48
0.0,-3.63,3.76,-3.02,23.99,-5.28,5.57,0.0,-53.85
0.0,0.0,0.0,0.0,12.24,0.0,-5.45,-0.96,120.0
2.52,3.28,2.38,0.0,0.0,0.0,0.0,0.0,-54.55
0.0,0.0,0.0,4.08,8.82,0.0,-2.7,-4.63,123.81
1.06,1.57,0.0,0.77,1.79,0.0,0.0,0.0,-12.5
1.01,3.5,0.48,0.0,0.0,0.0,0.0,0.0,-40.0
0.0,0.51,5.61,0.0,0.48,0.0,0.0,0.0,-28.57
0.54,2.16,0.0,0.53,4.21,0.0,0.0,0.0,-42.11
2.01,6.89,0.0,0.0,0.0,1.1,5.28,0.0,31.25
0.0,0.0,0.0,2.04,11.0,0.0,-4.5,-1.89,16.13
2.81,5.66,0.0,0.0,0.0,0.0,4.81,0.0,0.0
1.0,7.95,0.0,0.0,0.0,-2.21,5.46,3.21,111.76
5.41,6.84,4.8,-5.34,3.23,0.0,0.0,0.0,72.73
0.0,0.0,0.0,-3.63,24.76,-5.28,-7.69,8.33,0.0
1.99,0.98,0.0,0.0,0.0,0.0,0.0,0.48,-100.0
0.0,0.0,0.0,0.0,13.27,0.0,-2.7,-4.63,137.5
1.9,0.0,0.93,0.92,0.0,0.0,0.0,0.0,10.0
0.36,0.36,0.0,0.0,0.71,0.0,0.0,0.0,-5.9
3.54,0.0,0.0,0.0,0.0,0.0,-3.41,3.54,42.11
3.94,0.0,0.0,0.0,0.0,5.3,0.0,1.08,-44.44
2.16,0.0,1.59,3.12,0.0,0.0,0.0,0.0,-16.67
0.0,0.0,0.0,0.0,1.72,0.0,-12.71,14.56,181.82
3.28,2.38,-0.78,0.0,0.0,0.0,0.0,0.0,24.07
6.89,0.0,0.0,0.0,0.55,5.86,0.0,0.0,-10.0
5.04,1.6,0.79,0.0,0.0,0.78,0.0,0.0,-100.0
0.0,0.0,0.0,0.0,-0.91,-5.54,-1.95,0.0,21.43
0.0,0.0,0.53,1.05,3.12,0.0,0.0,0.0,-3.33
3.28,2.38,-0.78,0.0,0.0,0.0,0.0,0.0,34.57
0.0,0.0,4.08,8.82,0.0,-2.7,-5.56,-2.94,82.76
-5.75,1.22,0.0,0.0,-1.2,0.0,0.0,0.0,-53.57
-5.75,0.0,-2.44,2.5,0.0,0.0,0.0,0.0,-6.12
0.0,0.0,0.0,0.0,-4.31,6.31,-5.93,4.5,82.89
0.0,0.0,3.07,4.68,0.0,0.0,0.0,0.81,100.0
0.0,0.0,0.0,7.5,0.93,0.0,0.0,0.92,0.0
0.0,0.0,0.0,-4.4,-2.51,7.3,0.0,0.0,18.75
0.0,0.0,2.04,11.0,0.0,-3.6,-2.8,-4.81,43.48
-3.63,0.0,0.0,24.76,0.0,-4.52,4.74,-5.28,-8.33
0.0,-4.27,0.0,4.46,-0.91,-6.15,-2.3,0.0,-19.05
0.0,0.0,4.08,8.82,0.0,-1.8,-5.5,-3.88,-15.38
1.59,0.0,0.45,4.0,0.0,0.0,0.0,0.0,23.21
0.0,0.0,6.12,6.73,0.0,-0.9,-4.55,-5.71,38.46
0.0,0.0,0.0,1.61,5.56,0.75,0.0,0.0,60.0
0.0,-15.53,-8.92,29.97,0.0,0.0,0.0,0.0,-15.38
-3.63,3.76,-3.02,23.99,-5.28,5.57,0.0,-5.28,100.0
0.0,0.0,0.0,13.27,0.0,-7.21,0.0,-3.88,-90.0
0.0,0.0,0.0,12.24,0.0,-5.45,-0.96,-3.88,-81.82
0.0,0.0,2.74,5.33,0.0,0.0,0.0,0.84,15.38
0.0,0.0,4.08,8.82,0.0,-2.7,-4.63,-3.88,185.11
1.57,0.0,0.77,1.79,0.0,0.0,0.0,0.0,28.57
0.51,5.61,0.0,0.48,0.0,0.0,0.0,0.0,40.0
2.16,0.0,0.53,4.21,0.0,0.0,0.0,0.0,-45.45
6.89,0.0,0.0,0.0,1.1,5.28,0.0,0.0,-38.1
0.0,0.0,2.04,11.0,0.0,-4.5,-1.89,-2.88,16.67
5.66,0.0,0.0,0.0,0.0,4.81,0.0,1.94,-100.0
7.95,0.0,0.0,0.0,-2.21,5.46,3.21,0.0,-11.11
6.84,4.8,-5.34,3.23,0.0,0.0,0.0,0.0,52.63
0.0,0.0,-3.63,24.76,-5.28,-7.69,8.33,-1.86,-15.09
0.0,0.0,0.0,13.27,0.0,-2.7,-4.63,-3.88,31.58
0.36,0.0,0.0,0.71,0.0,0.0,0.0,-0.35,1.43
0.0,0.0,0.0,0.0,0.0,2.51,4.08,1.57,-100.0
0.0,0.0,0.0,1.72,0.0,-12.71,14.56,0.0,9.68
1.6,0.79,0.0,0.0,0.78,0.0,0.0,0.0,100.0
0.0,0.0,0.0,-0.91,-5.54,-1.95,0.0,0.0,-35.29
0.0,0.53,1.05,3.12,0.0,0.0,0.0,0.0,-6.9
0.0,4.08,8.82,0.0,-2.7,-5.56,-2.94,0.0,5.66
1.22,0.0,0.0,-1.2,0.0,0.0,0.0,-3.66,123.08
0.0,-2.44,2.5,0.0,0.0,0.0,0.0,-3.66,23.91
0.0,0.0,0.0,-4.31,6.31,-5.93,4.5,1.72,-36.69
0.0,3.07,4.68,0.0,0.0,0.0,0.81,0.0,-21.05
0.0,0.0,0.0,0.0,0.0,2.51,4.89,0.78,9.09
0.0,0.0,7.5,0.93,0.0,0.0,0.92,0.0,10.0
0.0,0.0,-4.4,-2.51,7.3,0.0,0.0,0.0,26.32
0.0,2.04,11.0,0.0,-3.6,-2.8,-4.81,0.0,9.09
0.0,0.0,24.76,0.0,-4.52,4.74,-5.28,5.57,-18.18
-4.27,0.0,4.46,-0.91,-6.15,-2.3,0.0,0.0,-58.82
0.0,4.08,8.82,0.0,-1.8,-5.5,-3.88,0.0,9.09
0.0,6.12,6.73,0.0,-0.9,-4.55,-5.71,0.0,40.74
0.0,0.0,0.0,0.0,0.0,4.18,3.21,-1.56,61.54
0.0,0.0,1.61,5.56,0.75,0.0,0.0,0.0,-37.5
-15.53,-8.92,29.97,0.0,0.0,0.0,0.0,0.0,45.45
3.76,-3.02,23.99,-5.28,5.57,0.0,-5.28,0.0,-25.0
0.0,0.0,13.27,0.0,-7.21,0.0,-3.88,-2.02,1700.0
0.0,0.0,12.24,0.0,-5.45,-0.96,-3.88,0.0,-100.0
0.0,2.74,5.33,0.0,0.0,0.0,0.84,0.0,-73.33
0.0,4.08,8.82,0.0,-2.7,-4.63,-3.88,0.0,-5.22
0.0,2.04,11.0,0.0,-4.5,-1.89,-2.88,-1.98,33.33
0.0,0.0,0.0,-2.21,5.46,3.21,0.0,0.0,-40.62
4.8,-5.34,3.23,0.0,0.0,0.0,0.0,0.0,-48.28
0.0,-3.63,24.76,-5.28,-7.69,8.33,-1.86,0.0,15.56
0.0,0.0,13.27,0.0,-2.7,-4.63,-3.88,0.0,9.33
0.49,0.49,0.0,0.97,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.92,2.13,3.28,114.29
0.0,0.0,0.0,5.3,0.0,1.08,0.0,-4.27,240.0
0.0,0.0,1.72,0.0,-12.71,14.56,0.0,0.0,-41.18
0.0,0.0,0.55,5.86,0.0,0.0,0.0,-3.11,107.14
0.0,0.0,-0.91,-5.54,-1.95,0.0,0.0,0.0,63.64
0.53,1.05,3.12,0.0,0.0,0.0,0.0,0.0,18.52
4.08,8.82,0.0,-2.7,-5.56,-2.94,0.0,0.0,21.43
0.0,20.24,0.0,0.0,0.0,0.0,-5.28,5.57,47.5
-2.44,2.5,0.0,0.0,0.0,0.0,-3.66,0.0,-7.02
0.0,0.0,-4.31,6.31,-5.93,4.5,1.72,0.0,-10.23
3.07,4.68,0.0,0.0,0.0,0.81,0.0,0.0,-60.0
0.0,0.0,0.0,0.0,2.51,4.89,0.78,-7.72,108.33
0.0,7.5,0.93,0.0,0.0,0.92,0.0,0.0,172.73
0.0,-4.4,-2.51,7.3,0.0,0.0,0.0,0.0,-4.17
2.04,11.0,0.0,-3.6,-2.8,-4.81,0.0,0.0,44.44
0.35,2.42,0.34,0.0,0.0,0.0,0.0,0.34,100.0
0.0,24.76,0.0,-4.52,4.74,-5.28,5.57,0.0,-11.11
0.0,0.0,-3.69,-2.79,0.0,0.0,0.0,-1.08,-50.0
0.0,0.0,0.0,0.0,4.22,4.85,0.0,-6.17,66.67
0.0,4.46,-0.91,-6.15,-2.3,0.0,0.0,0.0,157.14
4.08,8.82,0.0,-1.8,-5.5,-3.88,0.0,0.0,-8.33
6.12,6.73,0.0,-0.9,-4.55,-5.71,0.0,0.0,-2.63
0.0,0.0,0.0,0.0,4.18,3.21,-1.56,-3.95,61.9
0.0,1.61,5.56,0.75,0.0,0.0,0.0,0.0,-80.0
0.0,0.0,0.0,0.0,4.18,4.01,0.0,-4.63,47.83
-3.02,23.99,-5.28,5.57,0.0,-5.28,0.0,5.57,-22.22
2.74,6.22,0.0,0.0,0.0,0.0,0.0,-5.02,42.86
0.0,13.27,0.0,-7.21,0.0,-3.88,-2.02,2.06,150.0
0.0,12.24,0.0,-5.45,-0.96,-3.88,0.0,0.0,100.0
2.74,5.33,0.0,0.0,0.0,0.84,0.0,0.0,250.0
4.08,8.82,0.0,-2.7,-4.63,-3.88,0.0,0.0,-10.24
0.0,0.0,1.1,5.28,0.0,0.0,0.0,-3.11,88.89
2.04,11.0,0.0,-4.5,-1.89,-2.88,-1.98,0.0,-32.14
0.0,0.0,0.0,4.81,0.0,1.94,0.0,-2.94,100.0
0.0,0.0,-2.21,5.46,3.21,0.0,0.0,-3.11,173.68
-3.63,24.76,-5.28,-7.69,8.33,-1.86,0.0,7.57,-5.77
0.0,13.27,0.0,-2.7,-4.63,-3.88,0.0,0.0,-2.44
0.0,0.0,1.32,0.78,0.0,0.0,0.0,0.26,-50.0
0.0,0.0,0.0,2.51,4.08,1.57,-5.4,-2.45,100.0
0.0,0.0,6.45,0.0,0.0,0.0,-3.11,-2.14,6.45
0.0,0.0,0.0,0.0,0.92,2.13,3.28,0.58,0.0
0.0,0.0,5.3,0.0,1.08,0.0,-4.27,0.0,-58.82
0.0,1.72,0.0,-12.71,14.56,0.0,0.0,0.0,25.0
0.0,0.55,5.86,0.0,0.0,0.0,-3.11,-2.14,-3.45
0.0,-0.91,-5.54,-1.95,0.0,0.0,0.0,0.0,-16.67
8.82,0.0,-2.7,-5.56,-2.94,0.0,0.0,0.0,-33.82
20.24,0.0,0.0,0.0,0.0,-5.28,5.57,0.0,-11.86
2.5,0.0,0.0,0.0,0.0,-3.66,0.0,-3.8,33.96
0.0,-4.31,6.31,-5.93,4.5,1.72,0.0,0.0,46.84
0.0,0.0,0.0,2.51,4.89,0.78,-7.72,0.0,-48.0
7.5,0.93,0.0,0.0,0.92,0.0,0.0,0.0,-53.33
-4.4,-2.51,7.3,0.0,0.0,0.0,0.0,0.0,-34.78
11.0,0.0,-3.6,-2.8,-4.81,0.0,0.0,0.0,-42.31
2.42,0.34,0.0,0.0,0.0,0.0,0.34,0.0,25.0
24.76,0.0,-4.52,4.74,-5.28,5.57,0.0,0.0,62.5
0.0,-3.69,-2.79,0.0,0.0,0.0,-1.08,0.0,0.0
0.0,0.0,0.0,4.22,4.85,0.0,-6.17,-1.64,-28.57
4.46,-0.91,-6.15,-2.3,0.0,0.0,0.0,0.0,-33.33
8.82,0.0,-1.8,-5.5,-3.88,0.0,0.0,0.0,45.45
6.73,0.0,-0.9,-4.55,-5.71,0.0,0.0,0.0,-22.97
0.0,0.0,0.0,4.18,3.21,-1.56,-3.95,-1.64,2.94
1.61,5.56,0.75,0.0,0.0,0.0,0.0,0.0,350.0
0.0,0.0,0.0,0.0,-0.67,0.0,-9.15,-1.48,100.0
0.0,0.0,0.0,4.18,4.01,0.0,-4.63,-3.24,-20.59
23.99,-5.28,5.57,0.0,-5.28,0.0,5.57,0.0,0.0
0.0,0.0,-0.38,0.38,0.0,0.0,0.0,2.68,100.0
6.22,0.0,0.0,0.0,0.0,0.0,-5.02,5.28,100.0
13.27,0.0,-7.21,0.0,-3.88,-2.02,2.06,0.0,0.0
12.24,0.0,-5.45,-0.96,-3.88,0.0,0.0,-1.01,-33.33
8.82,0.0,-2.7,-4.63,-3.88,0.0,0.0,0.0,-20.18
0.0,0.0,0.0,0.0,0.0,6.7,1.05,1.04,214.29
0.0,0.0,0.0,0.0,0.0,-4.82,-3.8,9.21,136.36
0.0,1.1,5.28,0.0,0.0,0.0,-3.11,-2.14,0.0
11.0,0.0,-4.5,-1.89,-2.88,-1.98,0.0,0.0,26.32
0.0,0.0,4.81,0.0,1.94,0.0,-2.94,-2.32,400.0
0.0,-2.21,5.46,3.21,0.0,0.0,-3.11,-2.14,-34.62
24.76,-5.28,-7.69,8.33,-1.86,0.0,7.57,0.0,-2.04
13.27,0.0,-2.7,-4.63,-3.88,0.0,0.0,0.0,17.5
0.71,0.0,0.0,0.0,-0.35,0.0,0.0,-0.35,3.69
0.0,1.32,0.78,0.0,0.0,0.0,0.26,0.0,0.0
0.0,0.0,2.51,4.08,1.57,-5.4,-2.45,0.0,30.0
0.0,6.45,0.0,0.0,0.0,-3.11,-2.14,0.0,-45.45
0.0,0.0,0.0,0.92,2.13,3.28,0.58,0.0,153.33
0.0,5.3,0.0,1.08,0.0,-4.27,0.0,-9.29,-42.86
1.72,0.0,-12.71,14.56,0.0,0.0,0.0,0.0,-40.0
0.55,5.86,0.0,0.0,0.0,-3.11,-2.14,0.0,-53.57
-0.91,-5.54,-1.95,0.0,0.0,0.0,0.0,-1.0,-6.67
0.0,-2.7,-5.56,-2.94,0.0,0.0,0.0,0.0,71.11
-1.2,0.0,0.0,0.0,-3.66,0.0,0.0,3.8,46.15
0.0,0.0,0.0,0.0,-3.66,0.0,-3.8,7.89,-56.34
-4.31,6.31,-5.93,4.5,1.72,0.0,0.0,-1.69,39.66
0.0,0.0,2.51,4.89,0.78,-7.72,0.0,0.0,-38.46
0.0,-3.6,-2.8,-4.81,0.0,0.0,0.0,0.0,23.33
0.0,0.0,0.0,0.0,0.0,-7.32,3.95,3.8,79.49
0.0,-4.52,4.74,-5.28,5.57,0.0,0.0,0.0,-23.08
-3.69,-2.79,0.0,0.0,0.0,-1.08,0.0,0.0,100.0
0.0,0.0,4.22,4.85,0.0,-6.17,-1.64,0.0,4.0
-0.91,-6.15,-2.3,0.0,0.0,0.0,0.0,-3.69,66.67
0.0,-1.8,-5.5,-3.88,0.0,0.0,0.0,0.0,-33.33
0.0,-0.9,-4.55,-5.71,0.0,0.0,0.0,0.0,1.75
0.0,0.0,4.18,3.21,-1.56,-3.95,-1.64,0.0,-25.71
0.0,0.0,0.0,-0.67,0.0,-9.15,-1.48,0.0,366.67
0.0,0.0,4.18,4.01,0.0,-4.63,-3.24,0.0,-7.41
-5.28,5.57,0.0,-5.28,0.0,5.57,0.0,0.0,85.71
0.0,-0.38,0.38,0.0,0.0,0.0,2.68,0.0,126.47
0.0,-7.21,0.0,-3.88,-2.02,2.06,0.0,0.0,-42.22
0.0,-5.45,-0.96,-3.88,0.0,0.0,-1.01,-4.08,-100.0
0.0,-2.7,-4.63,-3.88,0.0,0.0,0.0,0.0,104.4
0.0,0.0,0.0,0.0,6.7,1.05,1.04,0.0,27.27
0.0,0.0,0.0,0.0,-4.82,-3.8,9.21,0.0,7.69
1.1,5.28,0.0,0.0,0.0,-3.11,-2.14,0.0,17.65
0.0,-4.5,-1.89,-2.88,-1.98,0.0,0.0,0.0,-27.08
0.0,4.81,0.0,1.94,0.0,-2.94,-2.32,0.0,-100.0
-2.21,5.46,3.21,0.0,0.0,-3.11,-2.14,0.0,5.88
-5.28,-7.69,8.33,-1.86,0.0,7.57,0.0,0.0,-14.58
0.0,-2.7,-4.63,-3.88,0.0,0.0,0.0,0.0,-19.15
1.32,0.78,0.0,0.0,0.0,0.26,0.0,0.0,-100.0
0.0,2.51,4.08,1.57,-5.4,-2.45,0.0,0.0,-23.08
6.45,0.0,0.0,0.0,-3.11,-2.14,0.0,0.0,-5.56
0.0,0.0,0.92,2.13,3.28,0.58,0.0,0.0,-31.58
5.3,0.0,1.08,0.0,-4.27,0.0,-9.29,10.25,-50.0
5.86,0.0,0.0,0.0,-3.11,-2.14,0.0,0.0,84.62
-5.54,-1.95,0.0,0.0,0.0,0.0,-1.0,0.0,-35.71
-2.7,-5.56,-2.94,0.0,0.0,0.0,0.0,0.0,-37.66
0.0,0.0,0.0,-3.66,0.0,-3.8,7.89,0.0,12.9
6.31,-5.93,4.5,1.72,0.0,0.0,-1.69,1.72,-59.88
0.0,2.51,4.89,0.78,-7.72,0.0,0.0,0.0,-62.5
-3.6,-2.8,-4.81,0.0,0.0,0.0,0.0,0.0,-35.14
0.0,0.0,0.0,0.0,-7.32,3.95,3.8,0.0,-31.43
-4.52,4.74,-5.28,5.57,0.0,0.0,0.0,-3.52,0.0
-2.79,0.0,0.0,0.0,-1.08,0.0,0.0,-1.45,-25.0
0.0,4.22,4.85,0.0,-6.17,-1.64,0.0,0.0,-46.15
-6.15,-2.3,0.0,0.0,0.0,0.0,-3.69,0.0,-25.0
-1.8,-5.5,-3.88,0.0,0.0,0.0,0.0,0.0,-12.5
-0.9,-4.55,-5.71,0.0,0.0,0.0,0.0,0.0,-37.93
0.0,4.18,3.21,-1.56,-3.95,-1.64,0.0,0.0,-34.62
0.0,0.0,-0.67,0.0,-9.15,-1.48,0.0,0.0,-85.71
0.0,4.18,4.01,0.0,-4.63,-3.24,0.0,0.0,-36.0
5.57,0.0,-5.28,0.0,5.57,0.0,0.0,0.0,-61.54
-0.38,0.38,0.0,0.0,0.0,2.68,0.0,0.0,-18.18
-7.21,0.0,-3.88,-2.02,2.06,0.0,0.0,0.0,92.31
-2.7,-4.63,-3.88,0.0,0.0,0.0,0.0,0.0,-27.42
0.0,0.0,0.0,6.7,1.05,1.04,0.0,0.0,-50.0
0.0,0.0,0.0,-4.82,-3.8,9.21,0.0,0.0,-32.14
5.28,0.0,0.0,0.0,-3.11,-2.14,0.0,0.0,-35.0
-4.5,-1.89,-2.88,-1.98,0.0,0.0,0.0,0.0,5.71
4.81,0.0,1.94,0.0,-2.94,-2.32,0.0,0.0,100.0
